#burst	Time	Periodo Hlp(ms)	Periodo Hpd(ms)	Intervalo HlpFSlp(ms)	Intervalo HlpLSlp(ms)	Intervalo HpdFSpd(ms)	Intervalo HpdLSpd(ms)	Intervalo FSlpHlp(ms)	Intervalo LSlpHlp(ms)	Intervalo FSpdHpd(ms)	Intervalo LSpdHpd(ms)	Intervalo HlpHpd(ms)	Intervalo HpdHlp(ms)	Intervalo FSlpHpd(ms)	Intervalo LSlpHpd(ms)	Intervalo FSpdHlp(ms)	Intervalo LSpdHlp(ms)	Intervalo HlpFSpd(ms)	Intervalo HlpLSpd(ms)	Intervalo HpdFSlp(ms)	Intervalo HpdLSlp(ms)	t1LP	fst2fstLP	LPPD1spkperiod
73	655024.1000000001	940.1	976.5	122.7	310.6	664.2	784.2	817.4000000000001	629.5	285.90000000000003	166.10000000000002	162.10000000000002	778.0	1015.9000000000001	828.0	1063.9	944.1	826.3000000000001	946.3000000000001	888.6	1057.2	655145.8098	927.900014	703.400011
74	655964.2000000001	686.1	680.8000000000001	110.60000000000001	279.2	382.3	498.1	575.5	406.90000000000003	312.3	192.3	198.5	487.6	768.7	600.1	799.9000000000001	679.9000000000001	580.8000000000001	696.6	592.1	789.6	656073.7098	680.10001	470.100007
75	656650.3	811.8000000000001	790.4000000000001	104.5	302.0	510.6	630.4000000000001	707.3000000000001	509.8	298.5	182.70000000000002	193.20000000000002	618.6	879.1	681.6	917.1	801.3000000000001	703.8000000000001	823.6	749.2	950.3000000000001	656753.8098	837.900013	598.900009
76	657462.1000000001	1087.4	1110.0	130.6	331.70000000000005	807.0	928.8000000000001	956.8000000000001	755.7	279.8	160.0	171.8	915.6	1151.2	950.1	1195.4	1075.6000000000001	978.8000000000001	1100.6000000000001	1064.0	1225.9	657591.7098	1105.000016	848.000013
77	658549.5	1019.7	1013.3000000000001	148.4	310.3	708.3000000000001	830.2	871.3000000000001	709.4000000000001	303.0	181.20000000000002	194.4	825.3000000000001	1059.3	897.4000000000001	1128.3	1006.5	902.7	1024.6000000000001	970.4000000000001	1132.6000000000001	658696.7098	1016.500015	754.300012
78	659569.2000000001	996.1	956.6	145.1	307.3	689.6	811.8000000000001	851.0	688.8000000000001	305.0	183.10000000000002	188.0	808.1	999.5	837.3000000000001	1113.1000000000001	991.2	877.6	999.8000000000001	944.4000000000001	1097.2	659713.2098	987.300015	732.300011
79	660565.3	924.0	958.8000000000001	136.3	289.1	664.4000000000001	785.9000000000001	787.7	634.9000000000001	267.0	144.8	148.5	775.5	971.0	818.2	1042.5	920.3000000000001	812.9000000000001	934.4000000000001	914.4000000000001	1069.0	660700.5098	926.600014	676.50001
80	661489.3	918.8000000000001	899.8000000000001	138.9	293.5	624.4000000000001	748.4000000000001	779.9000000000001	625.3000000000001	294.40000000000003	172.9	183.3	735.5	944.2	789.6	1029.9	908.4000000000001	807.7	931.7	859.3000000000001	1055.6000000000001	661627.1099	903.700013	668.70001
81	662408.1000000001	960.5	1011.0	123.80000000000001	320.1	683.6	804.3000000000001	836.7	640.4000000000001	275.40000000000003	151.4	164.3	796.2	1051.5	855.2	1071.6000000000001	947.6	847.9000000000001	968.6	912.7	1112.8	662530.8099	953.200015	723.900011
82	663368.6000000001	748.5	702.7	116.5	316.6	431.20000000000005	546.7	632.0	431.90000000000003	327.40000000000003	206.70000000000002	214.8	533.7	801.0	600.9	861.1	740.4000000000001	646.0	761.5	642.3000000000001	813.1	663484.0099	740.500011	529.400008
83	664117.1000000001	704.8000000000001	703.2	108.60000000000001	279.40000000000003	430.5	547.4	596.2	425.40000000000003	271.5	156.0	169.0	535.8000000000001	763.6	592.8000000000001	807.3000000000001	691.8000000000001	599.5	716.4000000000001	643.2	800.1	664224.5099	703.70001	490.900007
84	664821.9	900.6	882.4000000000001	107.4	264.3	620.7	736.5	793.2	636.3000000000001	272.7	155.8	167.4	733.2	942.4000000000001	785.5	1005.9000000000001	889.0	788.1	903.9000000000001	868.3000000000001	1010.8000000000001	664928.2099	928.400014	680.50001
85	665722.5	925.6	940.1	135.1	277.6	663.1	782.6	790.5	648.0	261.7	145.9	149.20000000000002	776.4000000000001	954.2	811.7	1038.1000000000001	922.3000000000001	812.3000000000001	931.8000000000001	904.5	1107.7	665856.6099	918.700014	676.90001
86	666648.1000000001	880.5	883.9000000000001	128.1	331.3	603.7	725.0	752.4000000000001	549.2	277.0	157.5	163.70000000000002	716.8000000000001	919.5	716.3000000000001	993.8000000000001	874.3000000000001	767.4000000000001	888.7	847.5	994.0	666775.3099	883.000013	638.900009
87	667528.6000000001	1068.0	1048.3	130.70000000000002	277.2	789.8000000000001	909.3000000000001	937.3000000000001	790.8000000000001	280.2	158.9	167.10000000000002	900.9000000000001	1084.7	938.2	1181.1000000000001	1059.8	956.9000000000001	1076.4	1042.2	1211.0	667658.3099	1078.500016	826.000012
88	668596.6000000001	1019.5	1042.4	141.3	310.1	757.7	879.6	878.2	709.4000000000001	258.5	139.0	147.4	872.1	1048.5	879.7	1130.6000000000001	1011.1	905.1	1027.0	1005.8000000000001	1197.8	668736.81	1011.900015	763.700011
