#burst	Time	Periodo Hlp(ms)	Periodo Hpd(ms)	Intervalo HlpFSlp(ms)	Intervalo HlpLSlp(ms)	Intervalo HpdFSpd(ms)	Intervalo HpdLSpd(ms)	Intervalo FSlpHlp(ms)	Intervalo LSlpHlp(ms)	Intervalo FSpdHpd(ms)	Intervalo LSpdHpd(ms)	Intervalo HlpHpd(ms)	Intervalo HpdHlp(ms)	Intervalo FSlpHpd(ms)	Intervalo LSlpHpd(ms)	Intervalo FSpdHlp(ms)	Intervalo LSpdHlp(ms)	Intervalo HlpFSpd(ms)	Intervalo HlpLSpd(ms)	Intervalo HpdFSlp(ms)	Intervalo HpdLSlp(ms)	t1LP	fst2fstLP	LPPD1spkperiod
55	343619.5	1054.5	994.9000000000001	131.20000000000002	331.70000000000005	734.9000000000001	854.4000000000001	923.3000000000001	722.8000000000001	323.20000000000005	202.3	207.3	847.2	1071.0	870.5	1170.4	1049.5	942.2	1061.7	964.6	1112.8	343749.7051	1040.700016	810.800012
56	344674.0	739.4000000000001	775.6	117.4	265.6	477.6	596.7	622.0	473.8	260.0	140.5	147.70000000000002	591.7	805.9000000000001	657.7	851.7	732.2	625.3000000000001	744.4000000000001	691.9000000000001	872.0	344790.4051	722.100011	507.800007
57	345413.4	736.4000000000001	777.7	100.2	280.3	438.0	563.6	636.2	456.1	298.0	178.9	183.9	552.5	861.4000000000001	681.3000000000001	850.5	731.4000000000001	621.9000000000001	747.5	674.0	861.5	345512.5051	757.700011	521.600007
58	346149.80000000005	1028.2	982.4000000000001	121.5	309.0	691.8000000000001	817.0	906.7	719.2	339.70000000000005	214.10000000000002	225.20000000000002	803.0	1086.1000000000001	898.6	1142.7	1017.1	917.0	1042.2	934.6	1116.1000000000001	346270.2052	1038.300015	795.400012
59	347178.0	1072.0	1049.2	131.6	313.1	778.6	904.4000000000001	940.4000000000001	758.9000000000001	290.6	165.4	179.4	892.6	1097.0	915.5	1183.2	1058.0	958.0	1083.8	1041.4	1197.7	347308.5052	1089.300017	826.300013
60	348250.0	1122.7	1124.5	148.8	305.1	853.1	981.2	973.9000000000001	817.6	270.6	144.8	156.60000000000002	966.1	1132.3	976.0	1236.7	1110.9	1009.7	1137.8	1116.4	1282.6000000000001	348397.8052	1124.100016	860.700012
61	349372.7	1052.3	1079.1000000000001	150.3	316.5	772.4000000000001	901.0	902.0	735.8000000000001	271.40000000000003	143.3	158.4	893.9000000000001	1087.2	921.0	1165.3	1037.2	930.8000000000001	1059.4	1037.8	1195.8	349521.9052	1045.900016	780.300012
62	350425.0	1004.8000000000001	990.6	143.9	301.90000000000003	705.5	825.1	860.9000000000001	702.9000000000001	306.7	178.10000000000002	185.20000000000002	819.6	1031.9	873.9000000000001	1126.3	997.7	890.7	1010.3000000000001	951.0	1146.5	350567.8052	992.400015	746.800011
63	351429.80000000005	966.3000000000001	996.6	131.4	326.90000000000003	707.7	833.9000000000001	834.9000000000001	639.4000000000001	285.1	165.5	171.0	795.3000000000001	1036.2	840.7	1080.4	960.8000000000001	878.7	1004.9000000000001	956.4000000000001	1111.7	351560.2052	996.000014	747.000011
64	352396.10000000003	1118.2	1112.4	161.10000000000002	316.40000000000003	804.6	929.2	957.1	801.8000000000001	288.90000000000003	162.70000000000002	201.3	916.9000000000001	1152.6000000000001	997.3000000000001	1205.8	1079.6000000000001	1005.9000000000001	1130.5	1059.4	1255.9	352556.2053	1099.400017	844.500013
65	353514.30000000005	1090.8	1043.5	142.5	339.0	776.9000000000001	898.4000000000001	948.3000000000001	751.8000000000001	307.8	183.20000000000002	195.5	895.3000000000001	1096.5	900.0	1203.1000000000001	1078.5	972.4000000000001	1093.9	1035.0	1197.8	353655.6053	1088.100016	829.900012
66	354605.10000000003	1136.4	1180.1000000000001	139.70000000000002	302.5	868.1	992.3000000000001	996.7	833.9000000000001	266.6	145.1	148.20000000000002	988.2	1188.6000000000001	1025.8	1254.8000000000002	1133.3	1016.3000000000001	1140.5	1137.7	1314.7	354743.7053	1146.200017	876.500013
67	355741.5	1079.8	1071.8	149.5	326.5	770.1	903.7	930.3000000000001	753.3000000000001	312.0	187.8	191.9	887.9000000000001	1114.2	937.2	1199.9	1075.7	962.0	1095.6000000000001	1028.3	1194.9	355889.9053	1070.800016	812.300012
68	356821.30000000005	968.2	990.2	140.4	307.0	672.9000000000001	792.7	827.8000000000001	661.2	301.7	168.10000000000002	183.9	784.3000000000001	1033.7	867.1	1086.0	952.4000000000001	856.8000000000001	976.6	904.2	1086.5	356960.7053	947.600014	716.300011
69	357789.5	737.2	674.8000000000001	119.9	302.2	429.70000000000005	543.7	617.3000000000001	435.0	317.3	197.5	205.9	531.3000000000001	760.8000000000001	578.5	848.6	728.8000000000001	635.6	749.6	640.7	806.1	357908.3053	726.700011	515.600008
70	358526.7	742.9000000000001	756.2	109.4	274.8	482.90000000000003	606.0	633.5	468.1	245.10000000000002	131.1	143.5	599.4	790.3000000000001	624.9000000000001	844.5	730.5	626.4000000000001	749.5	713.2	867.1	358635.0053	747.300011	516.900008
71	359269.60000000003	1009.1	1027.4	113.80000000000001	267.7	739.4000000000001	866.3000000000001	895.3000000000001	741.4000000000001	273.3	150.20000000000002	156.8	852.3000000000001	1070.4	916.5	1125.6000000000001	1002.5	896.2	1023.1	984.9000000000001	1157.4	359382.3054	1027.900016	782.300012
72	360278.7	1107.3	1078.0	132.6	305.1	821.6	943.8000000000001	974.7	802.2	288.0	161.10000000000002	175.10000000000002	932.2	1120.5	948.0	1220.2	1093.3	996.7	1118.9	1069.2	1234.8000000000002	360410.2054	1111.700016	863.900012
73	361386.0	1033.1000000000001	1073.7	137.0	302.6	769.2	891.2	896.1	730.5	256.40000000000003	134.20000000000002	145.8	887.3000000000001	1082.5	916.9000000000001	1143.7	1021.5	915.0	1037.0	1022.1	1210.4	361521.9054	1030.800015	777.900012
74	362419.10000000003	1072.6000000000001	1066.7	134.8	323.1	774.6	893.3000000000001	937.8000000000001	749.5	304.5	182.5	186.4	886.2	1118.3	930.0	1190.7	1068.7	961.0	1079.7	1019.8000000000001	1179.3	362552.7054	1071.600016	826.200013
75	363491.7	1014.2	1000.4000000000001	133.6	293.1	716.4000000000001	837.1	880.6	721.1	292.1	173.4	180.5	833.7	1047.3	887.8000000000001	1125.8	1007.1	896.9000000000001	1017.6	960.3000000000001	1158.1000000000001	363624.3054	1007.100015	763.100012
76	364505.9	1057.3	1070.6000000000001	126.60000000000001	324.40000000000003	773.3000000000001	893.6	930.7	732.9000000000001	284.0	163.3	166.70000000000002	890.6	1110.7	912.9000000000001	1174.6000000000001	1053.9	940.0	1060.3	1012.0	1202.4	364631.4054	1052.000016	813.300013
77	365563.2	786.1	791.1	121.4	311.8	492.8	609.0	664.7	474.3	297.3	177.0	180.0	606.1	849.7	659.3000000000001	903.4000000000001	783.1	672.8000000000001	789.0	707.2	878.7	365683.4054	765.800012	551.400008
78	366349.30000000005	715.4000000000001	692.7	101.10000000000001	272.6	423.8	541.7	614.3000000000001	442.8	298.3	182.10000000000002	185.0	530.4	776.6	605.1	828.7	712.5	608.8000000000001	726.7	651.6	835.5	366449.2055	735.70001	507.700007
79	367064.7	1065.0	1089.4	121.2	305.1	792.5	919.3000000000001	943.8000000000001	759.9000000000001	268.90000000000003	151.0	162.3	902.7	1130.5	946.6	1171.6000000000001	1053.7	954.8000000000001	1081.6000000000001	1045.9	1232.6000000000001	367184.9055	1086.900017	833.300013
80	368129.7	1057.5	1021.5	143.20000000000002	329.90000000000003	748.4000000000001	867.1	914.3000000000001	727.6	296.90000000000003	170.10000000000002	186.70000000000002	870.8000000000001	1065.0	878.3000000000001	1167.7	1040.9	935.1	1053.8	1015.2	1185.7	368271.8055	1058.700015	791.900011
81	369187.2	1055.0	1061.7	144.4	314.90000000000003	789.9000000000001	912.0	910.6	740.1	273.1	154.4	150.70000000000002	904.3000000000001	1068.0	897.5	1177.4	1058.7	940.6	1062.7	1054.2	1214.8	369330.5055	1060.500016	796.100012
82	370242.2	1024.5	1099.1000000000001	149.9	310.5	752.8000000000001	873.1	874.6	714.0	271.8	149.70000000000002	157.4	867.1	1106.6000000000001	946.0	1138.9	1016.8000000000001	910.2	1030.5	993.6	1185.5	370391.0055	1001.100015	760.100012
83	371266.7	1010.5	914.4000000000001	126.5	318.40000000000003	659.6	777.8000000000001	884.0	692.1	346.3	226.0	232.0	778.5	1019.9000000000001	828.0	1124.8	1004.5	891.6	1009.8000000000001	906.7	1081.7	371392.1055	1012.200015	765.000012
84	372277.2	890.0	913.0	128.20000000000002	303.2	643.9000000000001	760.4000000000001	761.8000000000001	586.8000000000001	254.8	136.6	135.9	754.1	920.7	745.7	1008.9000000000001	890.7	779.8000000000001	896.3000000000001	858.9000000000001	1028.3	372404.3055	866.600013	651.50001
85	373167.2	693.9000000000001	696.5	104.80000000000001	274.2	426.6	543.3000000000001	589.1	419.70000000000005	269.1	152.6	158.9	535.0	750.6	581.2	804.1	687.6	585.5	702.2	640.4000000000001	800.3000000000001	373270.9056	694.500011	480.600007
86	373861.10000000003	766.5	766.9000000000001	105.4	265.3	498.90000000000003	615.4000000000001	661.1	501.20000000000005	269.90000000000003	153.20000000000002	161.5	605.0	823.0	663.1	874.9000000000001	758.2	660.4000000000001	776.9000000000001	730.2	904.2	373965.4056	786.400011	554.900008
87	374627.60000000003	873.8000000000001	876.7	125.2	299.2	603.3000000000001	723.1	748.6	574.6	268.0	151.5	161.9	711.9000000000001	913.4000000000001	739.4000000000001	979.9000000000001	863.4000000000001	765.2	885.0	834.0	1016.8000000000001	374751.8056	870.700013	639.90001
88	375501.4	890.1	911.2	122.10000000000001	304.90000000000003	615.1	739.6	768.0	585.2	273.40000000000003	153.60000000000002	164.8	725.3000000000001	953.9000000000001	771.1	998.7	878.9000000000001	779.9000000000001	904.4000000000001	844.2	1037.5	375622.5056	886.800013	657.60001
89	376391.5	935.4000000000001	911.1	118.9	312.20000000000005	648.0	767.1	816.5	623.2	296.1	171.60000000000002	185.9	749.5	978.1	784.8000000000001	1045.6000000000001	921.1	833.9000000000001	953.0	870.1	1052.2	376509.3056	937.100014	714.900011
90	377326.9	890.8000000000001	936.1	120.60000000000001	302.7	622.7	743.4000000000001	770.2	588.1	263.1	144.0	161.60000000000002	729.2	977.1	795.0	992.3000000000001	873.2	784.3000000000001	905.0	857.9000000000001	1046.2	377446.4056	898.900014	663.60001
91	378217.7	908.9000000000001	889.0	128.70000000000002	317.0	599.3000000000001	724.0	780.2	591.9	313.40000000000003	192.70000000000002	206.9	702.0	967.2	778.9000000000001	1015.4000000000001	894.7	806.2	930.9000000000001	844.7	1026.1000000000001	378345.3056	922.800014	677.40001
92	379126.60000000003	993.7	981.6	142.70000000000002	324.1	697.9000000000001	818.9000000000001	851.0	669.6	289.7	165.0	187.0	806.7	1025.9	844.5	1096.4	971.7	884.9000000000001	1005.9000000000001	915.7	1065.6000000000001	379268.1057	960.100014	742.200011
93	380120.30000000005	742.3000000000001	764.9000000000001	109.0	258.90000000000003	459.0	577.8000000000001	633.3000000000001	483.40000000000003	283.7	162.70000000000002	174.9	567.4	830.8000000000001	680.9000000000001	851.1	730.1	633.9000000000001	752.7	673.2	867.0	380228.2057	739.100011	524.900008
94	380862.60000000003	772.0	724.8000000000001	105.80000000000001	299.6	462.40000000000003	579.0	666.2	472.40000000000003	305.90000000000003	187.10000000000002	197.5	574.5	816.5	622.7	880.4000000000001	761.6	659.9000000000001	776.5	685.3000000000001	867.0	380967.3057	777.100011	554.100008
95	381634.60000000003	1006.2	1048.8	110.80000000000001	292.5	739.3000000000001	865.3000000000001	895.4000000000001	713.7	262.40000000000003	145.8	150.3	855.9000000000001	1088.3	906.6	1118.3	1001.7	889.6	1015.6	997.0	1162.2	381744.4057	1036.400016	778.600012
96	382640.80000000005	1108.9	1129.6000000000001	141.1	306.3	819.6	943.8000000000001	967.8000000000001	802.6	309.5	183.5	192.9	916.0	1181.4	1016.2	1225.5	1099.5	1012.5	1136.7	1086.4	1251.1000000000001	382780.8057	1138.200017	871.400013
