#burst	Time	Periodo Hlp(ms)	Periodo Hpd(ms)	Intervalo HlpFSlp(ms)	Intervalo HlpLSlp(ms)	Intervalo HpdFSpd(ms)	Intervalo HpdLSpd(ms)	Intervalo FSlpHlp(ms)	Intervalo LSlpHlp(ms)	Intervalo FSpdHpd(ms)	Intervalo LSpdHpd(ms)	Intervalo HlpHpd(ms)	Intervalo HpdHlp(ms)	Intervalo FSlpHpd(ms)	Intervalo LSlpHpd(ms)	Intervalo FSpdHlp(ms)	Intervalo LSpdHlp(ms)	Intervalo HlpFSpd(ms)	Intervalo HlpLSpd(ms)	Intervalo HpdFSlp(ms)	Intervalo HpdLSlp(ms)	t1LP	fst2fstLP	LPPD1spkperiod
18	15385.5	624.2	666.6	92.60000000000001	265.3	353.5	468.1	531.6	358.90000000000003	299.8	185.70000000000002	175.5	448.70000000000005	749.5	576.8000000000001	748.5	634.4000000000001	529.0	643.6	565.2	727.9000000000001	15477.00023	648.100009	436.500006
19	16009.7	660.9000000000001	687.7	116.5	279.2	344.70000000000005	463.5	544.4	381.70000000000005	313.1	198.5	217.9	443.0	789.1	626.4000000000001	756.1	641.5	562.6	681.4000000000001	566.3000000000001	720.6	16125.10024	667.70001	446.300007
20	16670.600000000002	801.5	747.2	123.30000000000001	277.6	457.40000000000003	574.7	678.2	523.9	343.0	224.20000000000002	244.70000000000002	556.8000000000001	868.6	714.3000000000001	899.8000000000001	781.0	702.1	819.4000000000001	679.9000000000001	849.5	16792.80025	801.300012	579.000009
21	17472.100000000002	819.9000000000001	805.5	123.10000000000001	292.7	518.4	634.7	696.8000000000001	527.2	289.8	172.5	190.4	629.5	872.8000000000001	703.2	919.3000000000001	802.0	708.8000000000001	825.1	738.1	905.2	17594.10026	805.400012	585.800009
22	18292.0	875.3000000000001	889.6	108.60000000000001	275.7	573.9	691.1	766.7	599.6	287.1	170.8	176.0	699.3000000000001	957.0	789.9000000000001	986.4000000000001	870.1	749.9000000000001	867.1	821.1	961.1	18399.50027	888.500013	641.50001
23	19167.3	943.5	896.1	121.80000000000001	261.8	641.2	759.8000000000001	821.7	681.7	315.70000000000005	198.5	190.3	753.2	964.6	824.6	1068.9	951.7	831.5	950.1	888.6	1020.3000000000001	19288.00029	957.300015	709.800011
24	20110.800000000003	997.0	1052.2	135.4	267.1	747.1	863.3000000000001	861.6	729.9000000000001	254.9	136.3	142.9	854.1	1059.7	928.0	1109.0	990.4000000000001	890.0	1006.2	983.1	1173.5	20245.3003	990.400014	754.500011
25	21107.800000000003	917.4000000000001	902.9000000000001	129.0	319.40000000000003	616.0	731.0	788.4000000000001	598.0	305.1	188.9	198.10000000000002	719.3000000000001	972.0	781.6	1024.4	908.2	814.1	929.1	858.1	1045.6000000000001	21235.70032	927.200014	685.000011
26	22025.2	824.4000000000001	836.3000000000001	138.8	326.3	522.9	639.1	685.6	498.1	286.90000000000003	171.9	183.60000000000002	640.8000000000001	881.1	693.6	927.7	812.7	706.5	822.7	730.4000000000001	892.2	22162.90033	775.200012	567.800009
27	22849.600000000002	650.2	620.3000000000001	89.60000000000001	251.4	347.6	465.6	560.6	398.8	313.40000000000003	197.20000000000002	195.5	454.70000000000005	726.2	564.4	768.1	651.9000000000001	543.1	661.1	562.7	704.3000000000001	22938.10034	668.70001	453.700007
28	23499.800000000003	825.6	821.5	108.0	249.60000000000002	556.9	673.9000000000001	717.6	576.0	272.7	154.70000000000002	165.60000000000002	660.0	879.1	737.5	932.7	814.7	722.5	839.5	785.8000000000001	943.6	23606.80035	843.400012	614.500009
29	24325.4	859.2	857.9000000000001	125.80000000000001	283.6	592.7	709.5	733.4000000000001	575.6	264.6	147.6	161.5	697.7	893.6	735.8000000000001	962.3000000000001	845.3000000000001	754.2	871.0	820.9000000000001	977.5	24450.20036	856.400013	628.40001
30	25184.600000000002	804.1	822.9000000000001	123.2	279.8	525.9	645.6	680.9000000000001	524.3000000000001	265.2	148.4	160.20000000000002	643.9000000000001	859.9000000000001	703.3000000000001	909.1	792.3000000000001	686.1	805.8000000000001	751.6	893.5	25306.60038	788.800012	563.200008
31	25988.7	924.3000000000001	967.6	107.7	249.60000000000002	652.6	769.5	816.6	674.7	297.0	177.3	179.0	745.3000000000001	1038.9	897.0	1042.3	922.6	831.6	948.5	890.2	1035.9	26095.40039	961.500014	723.900011
32	26913.0	995.0	960.0	144.9	290.6	644.0	764.6	850.1	704.4000000000001	315.0	198.10000000000002	222.3	772.7	1037.4	891.7	1087.7	970.8000000000001	866.3000000000001	986.9000000000001	885.2	1067.8	27056.9004	962.600015	721.400011
33	27908.0	897.5	932.3000000000001	112.5	295.1	616.9000000000001	734.2	785.0	602.4	316.0	195.4	187.3	710.2	1007.1	824.5	1026.2	905.6	804.2	921.5	842.6	991.4000000000001	28019.50042	917.400013	691.60001
34	28805.5	759.7	713.3000000000001	132.4	281.2	425.3	538.6	627.3000000000001	478.5	315.40000000000003	198.10000000000002	222.10000000000002	537.6	803.0	654.2	853.0	735.7	647.4000000000001	760.7	634.0	808.5	28936.90043	723.600011	514.900008
35	29565.2	811.6	806.6	96.4	270.90000000000003	523.6	644.0	715.2	540.7	288.0	174.70000000000002	175.70000000000002	635.9000000000001	885.9000000000001	711.4000000000001	923.9000000000001	810.6	699.3000000000001	819.7	764.4000000000001	915.2	29660.50044	843.700013	603.000009
36	30376.800000000003	1088.1000000000001	1094.3	128.5	279.3	810.3000000000001	927.7	959.6	808.8000000000001	283.0	162.60000000000002	170.70000000000002	917.4000000000001	1136.5	985.7	1200.4	1080.0	981.0	1098.4	1052.5	1200.3	30504.20046	1094.700016	852.500012
37	31464.9	1106.4	1069.8	135.1	282.90000000000003	805.0	923.0	971.3000000000001	823.5	284.0	166.60000000000002	176.9	929.5	1111.6000000000001	963.8000000000001	1213.5	1096.1000000000001	981.9000000000001	1099.9	1063.7	1232.9	31598.90047	1105.700016	846.800012
38	32571.300000000003	1139.3	1153.9	134.20000000000002	303.40000000000003	863.7	982.9000000000001	1005.1	835.9000000000001	264.8	146.8	140.3	999.0	1160.0	990.8000000000001	1263.8000000000002	1145.8	1004.0	1123.2	1108.1000000000001	1269.1000000000001	32704.60049	1114.000017	869.600013
39	33710.6	938.3000000000001	928.4000000000001	109.10000000000001	270.1	653.6	778.1	829.2	668.2	290.2	171.0	154.9	783.4000000000001	974.2	813.2	1073.6000000000001	954.4000000000001	808.5	933.0	891.1	1062.7	33818.6005	936.900014	699.60001
40	34648.9	856.9000000000001	901.4000000000001	107.7	279.3	610.7	730.6	749.2	577.6	274.8	150.3	145.0	711.9000000000001	938.7	767.1	986.7	862.2	755.7	875.6	836.9000000000001	998.2	34755.50052	874.300013	648.00001
41	35505.8	778.2	784.5	125.0	286.3	480.70000000000005	595.6	653.2	491.90000000000003	290.7	170.8	189.5	588.7	849.0	687.7	879.4000000000001	759.5	670.2	785.1	688.2	875.1	35629.80053	752.700011	545.200008
42	36284.0	646.4000000000001	606.0	99.5	286.40000000000003	357.0	475.6	546.9	360.0	303.8	188.9	195.8	450.6	702.3000000000001	515.4	754.4000000000001	639.5	552.8000000000001	671.4000000000001	571.1	712.0	36382.50054	667.30001	453.400007
43	36930.4	818.4000000000001	845.2	120.5	261.40000000000003	569.3000000000001	686.8000000000001	697.9000000000001	557.0	249.0	130.4	155.4	663.0	880.1	739.2	912.0	793.4000000000001	724.7	842.2	801.7	953.2	37049.80055	836.700013	604.300009
44	37748.8	1044.2	1050.8	138.70000000000002	290.2	750.4000000000001	869.7	905.5	754.0	275.90000000000003	158.4	182.20000000000002	862.0	1094.3	942.8000000000001	1137.9	1020.4000000000001	932.6	1051.9	996.7	1172.6000000000001	37886.50057	1040.300015	793.900011
45	38793.0	1139.8	1122.0	134.70000000000002	310.6	837.6	957.6	1005.1	829.2	300.40000000000003	181.10000000000002	188.8	951.0	1176.1000000000001	1000.2	1251.4	1132.1000000000001	1026.4	1146.4	1080.5	1231.7	38926.80058	1134.500017	891.500013
46	39932.8	934.4000000000001	935.0	129.5	280.7	642.3000000000001	760.5	804.9000000000001	653.7	284.40000000000003	164.4	171.0	763.4000000000001	976.5	825.3000000000001	1047.8	927.8000000000001	813.3000000000001	931.5	889.5	1053.0	40061.3006	931.000014	683.90001
47	40867.200000000004	999.6	984.2	126.10000000000001	289.6	704.9000000000001	827.7	873.5	710.0	292.7	174.5	171.60000000000002	828.0	1029.7	866.2	1120.7	1002.5	876.5	999.3000000000001	939.5	1124.7	40992.30061	984.800015	750.400011
48	41866.8	891.1	953.0	111.5	296.7	643.9000000000001	758.8000000000001	779.6	594.4	279.3	156.5	156.20000000000002	734.9000000000001	997.7	812.5	1014.2	891.4000000000001	800.1	915.0	866.0	1037.5	41977.10063	910.900013	688.80001
49	42757.9	708.5	702.1	131.1	302.6	369.70000000000005	487.8	577.4	405.90000000000003	309.1	194.20000000000002	218.10000000000002	490.40000000000003	789.1	617.6	799.5	684.6	587.8000000000001	705.9000000000001	577.5	729.7	42888.00064	664.50001	456.700007
50	43466.4	675.6	655.1	87.10000000000001	239.3	354.1	473.40000000000003	588.5	436.3	332.40000000000003	214.3	211.70000000000002	463.90000000000003	779.7	627.5	796.3000000000001	678.2	565.8000000000001	685.1	570.8000000000001	720.3000000000001	43552.50065	695.40001	478.800007
51	44142.0	859.7	819.8000000000001	106.9	256.40000000000003	534.7	652.9000000000001	752.8000000000001	603.3000000000001	301.0	181.70000000000002	191.20000000000002	668.5	904.1	754.6	969.5	850.2	725.9000000000001	844.1	754.6	918.2	44247.90066	838.800013	619.00001
52	45001.700000000004	865.1	897.4000000000001	86.10000000000001	249.70000000000002	599.1	719.9000000000001	779.0	615.4000000000001	285.1	166.9	151.3	713.8000000000001	962.6	799.0	998.9000000000001	880.7	750.4000000000001	871.2	831.0	971.0	45086.70067	896.300013	664.40001
53	45866.8	1040.0	1032.1000000000001	117.2	257.2	743.5	861.0	922.8000000000001	782.8000000000001	298.3	177.5	183.60000000000002	856.4000000000001	1098.5	958.5	1154.7	1033.9	927.1	1044.6000000000001	985.7	1153.6000000000001	45983.00069	1052.100016	809.700012
54	46906.8	1059.9	1105.2	129.3	297.2	763.8000000000001	895.3000000000001	930.6	762.7	288.6	171.10000000000002	175.70000000000002	884.2	1151.6000000000001	983.7	1172.8	1055.3	939.5	1071.0	1023.9000000000001	1182.9	47035.1007	1070.200016	810.400012
55	47966.700000000004	1020.5	966.3000000000001	139.70000000000002	298.7	685.2	806.1	880.8000000000001	721.8000000000001	341.40000000000003	209.9	221.0	799.5	1047.6000000000001	888.6	1140.9	1009.4000000000001	906.2	1027.1000000000001	921.9000000000001	1123.2	48105.30072	1003.200015	766.600011
56	48987.200000000004	1008.0	994.9000000000001	122.4	323.70000000000005	729.5	850.2	885.6	684.3000000000001	281.1	160.20000000000002	166.8	841.2	1039.3	838.0	1122.3	1001.4000000000001	896.3000000000001	1017.0	982.6	1137.8	49108.50073	1027.100015	773.800011
57	49995.200000000004	1126.9	1120.7	141.4	296.6	859.1	979.5	985.5	830.3000000000001	265.40000000000003	144.70000000000002	153.70000000000002	973.2	1133.0	977.8000000000001	1238.6000000000001	1117.9	1012.8000000000001	1133.2	1113.0	1287.8000000000002	50135.60075	1125.300017	871.500013
58	51122.100000000006	1172.5	1174.6000000000001	139.8	314.6	909.0	1029.9	1032.7	857.9000000000001	261.6	141.20000000000002	147.5	1025.0	1182.3	1007.5	1286.6000000000001	1166.2	1056.5	1177.4	1166.8	1323.0	51260.90076	1174.500017	916.700014
59	52294.600000000006	1155.8	1177.0	141.8	298.0	885.4000000000001	1006.5	1014.0	857.8000000000001	265.6	144.70000000000002	149.6	1006.2	1184.8	1028.6000000000001	1271.8000000000002	1150.9	1035.0	1156.1000000000001	1135.3	1310.2	52435.40078	1143.000017	893.200014
60	53450.4	763.1	823.4000000000001	129.1	304.0	502.5	617.1	634.0	459.1	291.6	170.5	170.8	592.3000000000001	865.1	690.2	883.9000000000001	762.8000000000001	673.3000000000001	787.9000000000001	713.0	885.0	53578.4008	754.700012	544.200008
61	54213.5	754.6	740.7	120.7	292.7	409.3	531.0	633.9000000000001	461.90000000000003	320.90000000000003	206.3	231.10000000000002	523.5	851.1	679.1	844.4000000000001	729.8000000000001	640.4000000000001	762.1	639.1	804.5	54333.10081	749.500011	520.000007
62	54968.100000000006	1032.1000000000001	981.5	115.60000000000001	281.0	697.8000000000001	822.2	916.5	751.1	331.40000000000003	209.70000000000002	217.20000000000002	814.9000000000001	1083.1000000000001	917.7	1146.3	1024.6000000000001	915.0	1039.4	937.9000000000001	1102.1000000000001	55082.60082	1039.500015	799.500012
63	56000.200000000004	1020.9000000000001	1049.6000000000001	123.0	287.2	736.7	859.3000000000001	897.9000000000001	733.7	283.7	159.3	166.60000000000002	854.3000000000001	1093.2	929.0	1138.0	1013.6	903.3000000000001	1025.9	971.0	1129.5	56122.10084	1014.600015	780.400012
64	57021.100000000006	1055.4	1034.4	116.7	275.2	747.7	870.8000000000001	938.7	780.2	312.90000000000003	190.3	195.3	860.1	1113.0	954.5	1173.0	1050.4	943.0	1066.1000000000001	991.2	1143.5	57136.70085	1069.800016	826.300013
65	58076.5	1064.6000000000001	1061.7	131.1	283.40000000000003	780.7	897.0	933.5	781.2	286.7	163.60000000000002	174.3	890.3000000000001	1104.9	952.6	1177.0	1053.9	955.0	1071.3	1021.1	1195.1000000000001	58206.50087	1064.400016	823.900013
66	59141.100000000006	879.2	909.7	130.8	304.8	599.0	715.6	748.4000000000001	574.4	281.0	164.70000000000002	171.4	707.8000000000001	950.3000000000001	776.3000000000001	988.8000000000001	872.5	770.4000000000001	887.0	810.3000000000001	962.6	59270.90088	850.900013	639.90001
67	60020.3	702.3000000000001	670.1	102.5	254.8	396.70000000000005	511.0	599.8000000000001	447.5	310.70000000000005	194.10000000000002	201.9	500.40000000000003	769.5	617.2	811.1	694.5	598.6	712.9000000000001	610.0	800.6	60121.8009	709.30001	496.300007
68	60722.600000000006	838.7	877.6	109.60000000000001	300.2	572.9	703.4000000000001	729.1	538.5	273.40000000000003	159.10000000000002	169.70000000000002	669.0	937.7	747.1	942.4000000000001	828.1	742.6	873.1	806.0	938.4000000000001	60831.10091	866.000013	633.10001
69	61561.3	975.3000000000001	946.6	137.0	269.40000000000003	659.1	774.1	838.3000000000001	705.9000000000001	304.7	174.20000000000002	208.60000000000002	766.7	1018.2	885.8000000000001	1071.4	940.9000000000001	867.7	982.7	877.7	1043.0	61697.10092	949.300015	730.800011
70	62536.600000000006	853.9000000000001	824.4000000000001	111.0	276.3	578.9	698.5	742.9000000000001	577.6	287.5	172.5	179.9	674.0	893.3000000000001	728.0	961.5	846.5	758.8000000000001	878.4000000000001	812.8000000000001	983.0	62646.40093	881.900013	647.900009
71	63390.5	901.7	887.3000000000001	138.8	309.0	625.6	742.4000000000001	762.9000000000001	592.7	245.5	125.9	150.4	751.3000000000001	898.9000000000001	728.7	996.8000000000001	877.2	776.0	892.8000000000001	847.6	990.8000000000001	63528.30095	859.200012	637.100009
72	64292.200000000004	1064.8	1106.5	96.30000000000001	239.5	811.4000000000001	930.8000000000001	968.5	825.3000000000001	261.7	144.9	136.0	928.8000000000001	1146.2	1003.0	1190.5	1073.7	947.4000000000001	1066.8	1059.0	1215.9	64387.50096	1098.600017	851.100013
73	65357.0	1013.4000000000001	1000.5	130.20000000000002	287.1	718.2	839.4000000000001	883.2	726.3000000000001	295.1	175.70000000000002	177.70000000000002	835.7	1048.0	891.1	1130.8	1011.4000000000001	895.9000000000001	1017.1	963.0	1148.2	65486.10098	1010.500015	765.700011
74	66370.40000000001	979.8000000000001	1031.2	127.30000000000001	312.5	694.7	816.3000000000001	852.5	667.3000000000001	282.3	161.10000000000002	164.8	815.0	1068.7	883.5	1097.3	976.1	859.5	981.1	935.3000000000001	1100.6000000000001	66496.60099	972.900014	732.400011
75	67350.2	854.3000000000001	792.4000000000001	120.30000000000001	285.6	526.2	646.1	734.0	568.7	336.5	214.9	216.20000000000002	638.1	888.3000000000001	723.0	974.6	853.0	742.4000000000001	862.3000000000001	740.0	909.3000000000001	67469.50101	835.800013	622.00001
76	68204.5	723.8000000000001	733.5	101.9	271.2	457.1	577.4	621.9000000000001	452.6	266.2	146.3	154.3	569.5	785.9000000000001	616.6	835.7	715.8000000000001	611.4	731.7	672.3000000000001	830.4000000000001	68305.30102	724.800011	509.600007
77	68928.3	908.2	943.7	102.80000000000001	260.90000000000003	658.2	775.0	805.4000000000001	647.3000000000001	276.40000000000003	156.10000000000002	164.0	744.2	1004.9000000000001	846.8000000000001	1020.6	900.3000000000001	822.2	939.0	895.1	1056.1000000000001	69030.10103	956.400014	719.30001
78	69836.5	1209.7	1201.1000000000001	150.9	311.90000000000003	894.5	1016.7	1058.8	897.8000000000001	285.5	168.70000000000002	199.5	1010.2	1249.7	1088.7	1295.7	1178.9	1094.0	1216.2	1154.8	1331.3000000000002	69986.50104	1203.300018	942.800014
79	71046.2	1128.0	1134.3	144.6	321.1	809.0	934.6	983.4000000000001	806.9000000000001	306.6	184.4	190.9	937.1	1180.6000000000001	1004.1	1243.7	1121.5	999.9000000000001	1125.5	1062.4	1257.5	71189.80106	1108.600016	855.200013
80	72174.2	1025.3	1010.3000000000001	125.30000000000001	320.40000000000003	717.1	837.5	900.0	704.9000000000001	325.3	199.70000000000002	197.20000000000002	828.1	1082.2	887.1	1153.4	1027.8	914.3000000000001	1034.7	963.1	1132.6000000000001	72298.40108	1035.000016	789.000012
81	73199.5	1068.1000000000001	1051.4	135.0	304.5	773.0	891.1	933.1	763.6	293.2	172.8	182.20000000000002	885.9000000000001	1098.6000000000001	929.1	1179.1000000000001	1058.7	955.2	1073.3	1013.5	1197.6000000000001	73333.40109	1060.700016	820.200012
82	74267.6	822.8000000000001	832.3000000000001	127.60000000000001	311.70000000000005	539.0	659.9000000000001	695.2	511.1	278.40000000000003	160.3	165.5	657.3000000000001	870.2	686.1	935.7	817.6	704.5	825.4000000000001	753.5	916.9000000000001	74394.10111	791.400011	576.900008
83	75090.40000000001	702.2	697.6	96.2	259.6	434.3	554.5	606.0	442.6	293.3	172.4	175.0	527.2	776.4000000000001	613.0	820.5	699.6	609.3000000000001	729.5	663.0	849.5	75185.50112	741.800011	513.100008
84	75792.6	1020.4000000000001	1034.0	135.8	322.3	732.5	852.0	884.6	698.1	263.3	143.1	170.4	850.0	1068.6000000000001	882.1	1113.3	993.1	902.9000000000001	1022.4000000000001	962.4000000000001	1103.8	75927.30113	997.100015	767.300012
85	76813.0	967.5	991.8000000000001	112.4	253.8	683.4000000000001	811.8000000000001	855.1	713.7	301.5	182.0	184.0	783.5	1063.4	922.0	1085.0	965.5	867.4000000000001	995.8000000000001	920.3000000000001	1099.6000000000001	76924.40115	991.900015	754.900012
86	77780.5	932.6	864.4000000000001	136.8	316.1	605.9	729.3000000000001	795.8000000000001	616.5	308.40000000000003	180.0	208.3	724.3000000000001	935.9000000000001	756.6	1032.7	904.3000000000001	814.2	937.6	848.4000000000001	990.5	77916.30116	919.800014	677.40001
87	78713.1	1082.2	1129.8	124.10000000000001	266.2	810.1	931.5	958.1	816.0	258.5	135.1	140.1	942.1	1145.8	1003.7	1200.6000000000001	1077.2	950.2	1071.6000000000001	1052.6000000000001	1202.0	78836.10118	1068.600016	826.100012
88	79795.3	1119.3	1156.5	110.5	259.90000000000003	815.7	939.2	1008.8000000000001	859.4000000000001	319.70000000000005	198.3	187.70000000000002	931.6	1233.7	1084.3	1251.3000000000002	1129.9	1003.4000000000001	1126.9	1053.7	1212.5	79904.70119	1130.900017	892.900013
89	80914.6	818.0	762.0	122.10000000000001	280.90000000000003	482.40000000000003	600.4	695.9000000000001	537.1	340.8	217.3	224.9	593.1	864.8000000000001	706.0	933.9000000000001	810.4000000000001	707.3000000000001	825.3000000000001	704.9000000000001	846.5	81035.60121	807.800012	585.100008
90	81732.6	767.2	797.7	111.80000000000001	253.4	506.0	625.8000000000001	655.4000000000001	513.8000000000001	279.6	161.60000000000002	168.9	598.3000000000001	854.8000000000001	713.2	877.9000000000001	759.9000000000001	674.9000000000001	794.7	728.8000000000001	897.4000000000001	81843.40122	785.800011	563.200008
91	82499.8	1270.6000000000001	1203.6000000000001	130.5	299.1	941.9000000000001	1062.7	1140.1000000000001	971.5	291.7	171.9	199.4	1071.2	1272.5	1103.9	1362.9	1243.1000000000001	1141.3	1262.1000000000001	1193.7	1376.1000000000001	82629.20123	1262.700019	1010.900015
92	83770.40000000001	1097.7	1154.0	122.5	304.90000000000003	845.0	972.9000000000001	975.2	792.8000000000001	261.7	140.9	132.4	965.3000000000001	1163.9	981.5	1227.0	1106.2	977.4000000000001	1105.3	1103.7	1275.1000000000001	83891.90125	1113.400017	854.800013
93	84868.1	1189.6000000000001	1222.4	138.4	309.8	882.4000000000001	1011.1	1051.2	879.8000000000001	309.0	181.10000000000002	188.70000000000002	1000.9000000000001	1272.7	1101.3	1309.9	1182.0	1071.1000000000001	1199.8	1137.1000000000001	1316.5	85005.30127	1187.700017	932.800014
94	86057.70000000001	1119.6000000000001	1083.2	136.20000000000002	315.6	775.1	906.3000000000001	983.4000000000001	804.0	340.0	211.3	221.5	898.1	1168.5	989.1	1238.1000000000001	1109.4	996.6	1127.8	1046.9	1197.4	86193.00128	1132.000017	860.300013
95	87177.3	1098.7	1162.2	148.8	299.3	813.6	944.2	949.9000000000001	799.4000000000001	308.1	176.9	185.10000000000002	913.6	1198.5	1048.0	1221.7	1090.5	998.7	1129.3	1059.3	1222.1000000000001	87325.0013	1095.600017	850.000013
96	88276.0	842.4000000000001	817.3000000000001	145.70000000000002	308.5	483.8	601.9	696.7	533.9	348.6	218.0	248.60000000000002	593.8000000000001	920.2	757.4000000000001	942.4000000000001	811.8000000000001	732.4000000000001	850.5	701.6	884.0	88420.60132	804.500012	586.800008
97	89118.40000000001	885.9000000000001	836.0	107.80000000000001	290.2	550.2	675.7	778.1	595.7	333.5	215.4	223.5	662.4000000000001	951.7	769.3000000000001	995.9000000000001	877.8000000000001	773.7	899.2	792.8000000000001	955.6	89225.10133	908.500013	665.900009
98	90004.3	1219.8	1199.8	130.4	293.2	934.4000000000001	1059.3	1089.4	926.6	285.8	160.3	173.60000000000002	1046.2	1243.0	1080.2	1332.0	1206.5	1108.0	1232.9	1192.5	1359.4	90133.60134	1235.700019	977.500015
